<<<<<<< HEAD:data/csi300_index_data.csv
Time,Open Price,High Price,Low Price,Closing Price,Volume,US Dollar Index,SHIBOR,MACD,CCI,ATR,BOLL,EMA20,MA10,MTM6,MA5,MTM12,ROC,SMI,WVAD
20080812,2431.38,2474.32,2413.6,2444.16,241919.44,76.17,2.7284,-110.823154,-168.5962455,60.727,2822.134808,2749.704835,2694.1174,-328.995,2586.9126,-495.047,-16.84290498,-0.1526249626,-124299042.8
20080813,2427.5,2466.09,2369.58,2444.67,275517.11,76.26,2.7029,-121.4403692,-144.8239694,96.506,2804.551385,2720.654089,2650.1462,-258.407,2531.5084,-516.179,-17.43346761,-0.1285244242,-120980508.2
20080814,2429.98,2461.24,2410.49,2443.51,201572.36,76.71,2.5299,-128.4673001,-114.3538202,50.747,2782.566231,2694.259604,2613.9764,-278.181,2476.1224,-462.118,-15.90422731,-0.1398471128,-110025252.6
20080815,2440.39,2479.15,2412.95,2447.62,204222.61,77.12,2.5483,-132.1814105,-91.92718593,66.202,2762.331115,2670.769642,2574.6591,-272.827,2447.353,-436.769,-15.14253997,-0.1173881687,-128929341.8
20080818,2451.31,2452.63,2312.95,2313.4,236231.06,77.18,2.5867,-144.2914354,-108.4985775,139.675,2737.712038,2636.734629,2528.6843,-278.06,2418.6712,-491.808,-17.53194948,-0.1441604185,-109543212.6
20080819,2285.52,2356.19,2273.89,2348.47,194771.06,76.76,2.5921,-149.337393,-104.3332215,82.298,2713.581192,2609.281045,2493.2236,-108.339,2399.5346,-492.316,-17.33026189,-0.1371282507,-71055168.23
20080820,2332.39,2533.3,2312.18,2532.94,450434.15,76.93,2.5763,-136.8735319,-42.89844661,221.127,2701.272,2602.010469,2474.3483,88.785,2417.1882,-240.21,-8.661990877,-0.06892335878,-8186547.807
20080821,2494.26,2535.86,2438.86,2443.98,375180.4,76.08,2.5613,-132.6451902,-30.05128252,97.002,2689.671346,2586.959853,2446.702,-0.693,2417.2816,-259.1,-9.58536543,-0.05691111813,-49284552.03
20080822,2421.25,2437.43,2362.63,2404.93,262982.41,76.74,2.5642,-130.9359403,-61.8318836,81.348,2677.6275,2569.623486,2428.0486,-38.584,2408.7442,-316.765,-11.63852793,-0.02111802658,-94531454.82
20080825,2408.03,2439.91,2373.77,2400.55,186431.9,76.81,2.5667,-128.4540386,-56.47247,66.142,2661.669269,2553.521059,2422.4223,-47.067,2426.1734,-319.894,-11.758898,-0.01784133985,-96137043.64
20080826,2370.53,2390.66,2306.94,2331.53,237419.37,77.27,2.565,-130.5512149,-104.0133588,93.612,2639.380077,2532.379244,2411.16,18.13,2422.7854,-259.93,-10.03024548,-0.04628023719,-82631489.68
20080827,2322.54,2367.72,2291.35,2325.29,238625.84,77.04,2.6188,-131.2043164,-115.8338568,76.367,2617.0935,2512.656649,2399.222,-23.18,2381.2558,-131.519,-5.353240441,-0.04838118249,-127494533.8
20080828,2325.26,2363.56,2316.68,2335.87,204002.91,77.15,2.6347,-129.3773696,-92.40928399,46.881,2596.037538,2495.819349,2388.4573,-197.075,2359.633,-108.29,-4.430570074,-0.04565669029,-122786032
20080829,2347.4,2418.05,2339.52,2391.64,288778.45,77.32,2.6359,-122.0223272,-22.63521187,82.186,2573.509769,2485.897506,2382.8598,-52.339,2356.9754,-53.032,-2.169288968,0.03271311736,-107854915.2
20080901,2372.64,2372.64,2297.02,2309.17,211528.03,77.66,2.63,-121.4479854,-91.68445259,94.617,2549.277808,2469.066411,2382.4367,-95.757,2338.7,-134.341,-5.497865368,-0.01673471091,-111608336.1
20080902,2292.69,2309.21,2268,2285.41,184404.98,78.03,2.6607,-121.5093646,-123.4078233,41.202,2523.299346,2451.575419,2376.1306,-115.137,2329.4758,-162.204,-6.627022632,-0.09772398872,-95098965.04
20080903,2279.6,2296.03,2219.56,2245.96,237494.74,78.09,2.6633,-123.3195007,-142.5062828,76.473,2497.927577,2431.993379,2347.433,-85.568,2313.6102,-67.438,-2.915100791,-0.08102156361,-79182946.69
20080904,2238.65,2270.41,2216.11,2251.15,189847.8,78.94,2.6648,-122.9189693,-134.779528,54.299,2473.572269,2414.769819,2328.1497,-74.146,2296.6664,-97.326,-4.144226544,-0.06394453389,-90324758.04
20080905,2193.04,2221.09,2172.94,2183.43,216544.8,78.88,2.6569,-126.6060632,-162.9737272,78.205,2449.657731,2392.737646,2306.0001,-152.433,2255.0248,-349.508,-13.79851082,-0.09044434854,-79383737.5
20080908,2189.82,2198.76,2119.12,2126.52,221865.54,79.54,2.629,-132.592156,-163.7981998,79.637,2422.185808,2367.383394,2278.5971,-265.122,2218.4942,-317.461,-12.98951423,-0.08793102561,-72711559.49
20080909,2135.22,2150.99,2111.4,2139.15,176242.98,79.51,2.6154,-134.763811,-141.022306,39.584,2397.801,2345.646404,2259.3584,-170.026,2189.241,-265.783,-11.05159905,-0.08005317182,-70243128.94
20080910,2124.97,2181.25,2099.23,2143.18,220578.44,80.21,2.6178,-134.6079189,-114.4740528,82.019,2376.266269,2326.363508,2241.1468,-142.235,2168.6834,-257.372,-10.72138528,-0.08249149673,-66353576.48
20080911,2135.45,2142,2067.25,2072.13,221767.81,79.87,2.6145,-138.6195941,-127.9608127,75.927,2351.282923,2302.150412,2214.7729,-173.838,2132.8794,-259.406,-11.12598926,-0.1335961934,-56415267.45
20080912,2071.06,2102.98,2066.44,2077.85,191970.2,78.94,2.6175,-139.7266377,-114.9812431,36.542,2326.567692,2280.788087,2183.3935,-173.3,2111.7622,-247.446,-10.64150223,-0.1001766435,-24207985.13
20080916,2050.32,2050.32,1987.3,2000.65,335632.61,79.29,2.6109,-145.1596589,-136.8631404,90.548,2303.844192,2254.108365,2152.5415,-182.781,2086.5888,-335.214,-14.35074373,-0.1245990327,-55747473.76
20080917,1981.25,2003.91,1923.55,1929.14,328622.42,78.17,2.6196,-153.4670384,-148.5714602,80.358,2283.548962,2223.158521,2116.9139,-197.383,2044.5868,-462.505,-19.33840377,-0.1410659298,-81964515.43
20080918,1876.97,1936.74,1804.77,1895.99,478202.63,78.19,2.6981,-160.8708025,-164.4608806,131.965,2262.465692,2191.999614,2081.9165,-243.155,1995.1496,-413.181,-17.89304473,-0.1577667552,-80446653.62
20080919,2065.78,2073.11,2046.22,2073.11,365254.04,76.13,2.985,-150.7087168,-44.05269613,177.123,2248.174962,2180.677079,2064.1132,-70.063,1995.347,-212.298,-9.28927007,-0.05052550297,-72713853.58
20080922,2228.37,2258.42,2130.32,2207.61,1019938.73,76.19,3.041,-130.3000659,57.28392634,185.311,2239.101962,2183.2425,2066.5314,135.488,2021.3006,-38.35,-1.707507333,0.03673468278,-65911116.96
20080923,2141.6,2180.37,2118.92,2123.48,783656.17,76.72,3.005,-119.5371849,25.10283464,88.694,2226.635154,2177.550643,2066.2274,45.632,2045.866,-127.668,-5.671244779,-0.007323954197,-103922149.9
20080924,2072.65,2139.22,2050.97,2138.85,453281.8,77,3.0141,-108.5159854,9.092262546,88.255,2219.921731,2173.865153,2066.1982,138.202,2087.8096,-44.579,-2.041693994,-0.002017099856,-110773716.5
20080925,2143.73,2256.27,2139.62,2223.53,742379.12,77.01,2.8323,-91.8894732,102.9908076,117.418,2215.116346,2178.595329,2074.2338,294.397,2153.318,97.014,4.562105752,0.06809256624,-40539742.45
20080926,2234.46,2257.16,2192.13,2243.66,594299.43,76.95,2.8442,-76.2104169,119.4676649,65.032,2203.990077,2184.791679,2091.3869,347.667,2187.4268,104.512,4.885690311,0.07390211605,-26396013.63
20081006,2206.56,2206.56,2128.27,2128.7,455752.64,81.61,3.1955,-72.22843926,49.24943812,115.386,2191.863808,2179.449233,2096.4719,55.583,2171.6432,-14.48,-0.6756327992,0.06015184883,-69616082.07
20081007,2043.92,2136.12,2024.65,2102.45,430653.25,81.234,3.1992,-70.37939764,-8.342342812,111.476,2180.229962,2172.115782,2106.6516,-105.166,2167.4372,30.322,1.463328002,0.08243390562,-35947841.53
20081008,2041.99,2073.07,2000.52,2022.88,368747,81.151,2.9279,-74.47589897,-51.76432721,101.926,2165.704308,2157.902946,2116.0262,-100.597,2144.2428,-54.965,-2.645287476,0.0627278619,-46521711.35
20081009,2059.59,2063.3,1993.01,1995.3,335823.11,81.4,2.7979,-79.03711341,-56.82590822,70.294,2152.772192,2142.416665,2125.9569,-143.556,2098.5958,-5.354,-0.267612892,-0.03753582173,-81848612.02
20081010,1913.27,1938.22,1881.67,1906.96,391515.93,82.41,2.7988,-88.75683283,-119.8864771,113.624,2136.6825,2119.992221,2109.3416,-316.572,2031.2564,-22.175,-1.149478912,-0.1361895694,-102482165.5
20081013,1889.75,1985.63,1841.53,1985.49,435381.2,81.85,2.5986,-89.09634141,-89.44407857,144.097,2123.206385,2107.182105,2087.1288,-258.171,2002.6144,89.496,4.720278061,-0.06498395557,-55802786.38
20081014,2054.41,2060.49,1934.46,1934.62,543319.46,81.56,2.5576,-92.40476161,-64.64053764,126.029,2105.628654,2090.747523,2068.2429,-194.077,1969.0486,-138.494,-6.680484855,-0.09548762818,-104188604.5
20081015,1911.03,1930.63,1892.02,1914.36,318923.98,82.29,2.3588,-95.56020466,-114.8373725,42.604,2090.443462,2073.948331,2045.7932,-188.092,1947.3436,-293.258,-13.2839346,-0.1390472456,-90998190.58
20081016,1833.48,1866.9,1818.93,1820.9,405296.48,82.25,2.3929,-104.3983529,-134.8216717,95.423,2072.577769,2049.848775,2005.5303,-201.978,1912.4648,-302.575,-14.24902919,-0.1884218488,-105997130.9
20081017,1837.91,1851.33,1805.67,1833.26,287154.2,82.36,2.2908,-109.1472,-119.1298006,45.665,2056.704615,2029.221463,1964.4908,-162.035,1897.7252,-305.591,-14.28761116,-0.1387863744,-104602514.6
20081020,1828.41,1899.35,1802.1,1896.73,332771.52,83.08,2.2938,-106.5607503,-84.03018425,97.252,2043.073346,2016.603515,1941.2945,-10.227,1879.9746,-326.799,-14.69729242,-0.09784546395,-63589252.06
20081021,1901.24,1928.19,1880.52,1881.41,389083.95,84.729,2.2971,-104.5426288,-57.59124489,47.677,2031.456962,2003.727561,1919.1903,-104.08,1869.332,-362.251,-16.14556057,-0.06993738139,-81524932.17
20081022,1854.6,1887.31,1832.45,1833.32,329685.72,85.34,2.2921,-105.6057913,-77.57994461,54.859,2020.180231,1987.498555,1900.2345,-101.296,1853.1254,-295.373,-13.87577183,-0.08117788981,-99209344.42
20081023,1794.68,1836.41,1779.13,1834.78,357586.54,84.83,2.2958,-105.1190407,-96.78814332,57.279,2008.473885,1972.953931,1884.1828,-79.576,1855.9008,-267.668,-12.73125423,-0.03785082015,-55387158.48
20081024,1831.46,1840.88,1769.11,1781.6,329806.68,86.53,2.2946,-107.7821844,-108.6567128,71.774,1994.567038,1954.729556,1871.6466,-39.305,1845.568,-241.283,-11.92769125,-0.1026892156,-81864924.16
20081027,1746.67,1746.67,1652.79,1654.67,364418.47,87.15,2.295,-118.7656367,-185.129308,128.806,1978.511077,1926.152551,1838.5651,-178.591,1797.1556,-340.626,-17.0714435,-0.1447044612,-91125879.85
20081028,1614.62,1716.31,1607.67,1705.82,467928.04,86.15,2.2946,-121.937189,-165.1373529,108.632,1964.202385,1905.168498,1815.6852,-190.913,1762.0384,-201.14,-10.54767798,-0.1089327168,-30526975.84
20081029,1723.23,1731.26,1657.65,1658.22,388694.88,84.48,2.2963,-126.8293375,-137.2335688,73.603,1951.032077,1881.64988,1790.0719,-223.183,1727.0184,-327.263,-16.48276543,-0.08934028886,-71753163.08
20081030,1669.97,1723.93,1646.35,1697.66,412842.92,84.53,2.2942,-126.0712163,-107.0263111,77.584,1942.129038,1864.126653,1777.7472,-135.667,1699.5936,-236.963,-12.2485616,-0.07396978719,-66981316.93
20081031,1688.09,1696.65,1655.09,1663.66,283145.34,85.59,2.2921,-126.7524694,-100.2528666,42.568,1933.193269,1845.034591,1760.787,-171.12,1676.006,-250.696,-13.09557888,-0.1228812911,-67104016.19
20081103,1648.56,1684.56,1643.42,1653.54,253810.97,86.3,2.2938,-126.648876,-91.17435643,41.141,1917.055923,1826.797201,1736.4679,-128.056,1675.7802,-167.361,-9.191099141,-0.1211136777,-40916729.26
20081104,1646.2,1648.45,1606.73,1627.76,261001.65,84.74,2.3342,-127.1811845,-99.92232728,46.811,1894.753808,1807.841182,1711.1032,-26.912,1660.168,-205.503,-11.2096907,-0.1121264502,-86455245.9
20081105,1641.26,1714.66,1641.26,1691.42,424182.1,84.57,2.1942,-121.0705068,-49.95928066,86.902,1878.136192,1796.75345,1696.9129,-14.4,1666.8074,-205.313,-10.82455991,-0.07813470825,-108254389
20081106,1648.13,1661.44,1638.34,1649.78,307841.79,86.222,2.2463,-118.2252464,-68.02828148,53.076,1859.325538,1782.755598,1678.4125,-8.447,1657.2314,-231.63,-12.31153722,-0.07399087785,-114462222.2
20081107,1618.75,1690.11,1612.74,1677.83,315215.9,86.09,2.2462,-112.4110709,-54.5766773,77.366,1838.336885,1772.762398,1668.0354,-19.829,1660.0648,-155.496,-8.481647806,0.01380118451,-45065563.58
20081110,1714.12,1803.12,1714.12,1801.67,639488.59,85.87,2.1788,-96.69595256,74.34232626,125.292,1821.337192,1775.515027,1682.7348,138.005,1689.6894,-33.115,-1.804848538,0.05319801406,-4770823.33
20081111,1795.3,1824.93,1778.33,1781.36,660728.51,87.04,2.1921,-84.90128203,115.9201853,46.597,1807.978154,1776.071786,1690.2889,127.819,1720.4098,-0.237,-0.01330266424,0.06912579763,-14823603.1
20081112,1758.48,1806.23,1754.29,1801.82,440879.6,87.43,2.1938,-73.06061101,115.7448737,51.942,1796.415654,1778.524283,1704.6489,174.064,1742.4904,147.152,8.893127395,0.05781200484,52679442.12
20081113,1777.03,1891.94,1765.64,1874.08,832345.52,86.9,2.2042,-57.18688175,171.5384506,126.307,1790.692615,1787.625018,1722.2915,182.662,1787.3516,168.262,9.863995029,0.112280039,121000493.2
20081114,1893.31,1943.65,1874.93,1943.65,911687.17,86.32,2.1658,-38.54859378,182.6811243,69.572,1788.706346,1802.484921,1750.2909,293.878,1840.517,285.431,17.21306483,0.1492611339,158864817.4
20081117,1934.74,1987.23,1919.97,1987.23,878366.26,86.76,2.1938,-20.03089701,165.5719383,67.258,1791.793462,1820.079214,1783.6592,309.398,1877.629,289.569,17.05698917,0.1808884248,279054173.5
20081118,1974.38,1994.82,1831.76,1839.82,972783.53,87.11,2.2175,-17.05334089,91.50267903,163.063,1786.190885,1821.959194,1804.8652,38.154,1889.3206,176.159,10.58864191,0.08065956488,196035396.7
20081119,1831.6,1959.52,1823.27,1953.16,821174.08,87.46,2.2175,-5.484471099,92.75063638,136.249,1786.904115,1834.454794,1831.0395,171.802,1919.5886,299.621,18.11995099,0.1553311219,279931510.9
20081120,1916.7,1976.95,1900.27,1932.43,831870.38,88.22,2.2425,1.987885246,94.27986433,76.682,1787.599192,1843.785576,1859.3047,130.605,1931.2578,304.669,18.71708281,0.1317518686,299919045.2
20081121,1872.27,1968.89,1835.09,1920.74,830493.29,87.65,2.1875,6.886866597,65.01413195,133.806,1791.438885,1851.114092,1883.5955,46.653,1926.674,229.315,13.55754337,0.06199189373,306625887.4
20081124,1913.99,1923.93,1835.86,1837.64,505615.17,85.867,2.1958,4.018115614,28.70006467,88.07,1791.607346,1849.831036,1887.1932,-106.012,1896.7574,187.866,11.3873641,0.03062674884,278981775.7
20081125,1870.06,1883.1,1801.56,1834.29,428145.9,84.77,2.195,1.457651276,0.5850588478,81.544,1789.205846,1848.351318,1892.4865,-152.931,1895.6524,156.467,9.325574091,0.0177021786,272992323.6
20081126,1832.11,1865.65,1815.02,1843.5,455656.35,85.78,2.2046,0.1689609683,-12.29453754,50.637,1787.747731,1847.888812,1896.6537,3.676,1873.7188,41.83,2.321741278,-0.01632105746,258200133.2
20081127,1961.89,1969.02,1870.05,1870.47,880083.22,85.53,1.5492,1.309469007,44.96229301,125.529,1789.176577,1850.039687,1896.2928,-82.69,1861.3278,89.112,5.002467215,-0.03765124863,199828087.1
20081128,1851.1,1866.26,1815.45,1829.92,515906.6,86.55,1.5942,-1.046571351,-55.94205453,55.026,1788.989808,1848.123907,1884.9198,-102.504,1843.1656,28.101,1.559587151,-0.07915610965,214035698.9
20081201,1823.77,1864.3,1799.84,1864.21,483863.33,87.05,1.4992,-0.1458785103,-57.11021998,64.461,1792.167,1849.65544,1872.6178,-56.53,1848.4782,-9.877,-0.5270313679,0.01308117938,205102394.4
20081202,1821.54,1891.13,1814.9,1868.63,613502.35,86.57,1.4933,0.9145261769,-45.92742885,76.23,1800.396231,1851.462636,1875.499,30.989,1855.3456,-75.023,-3.859894817,-0.04327954195,277331103.9
20081203,1884.6,1952.67,1884.6,1952.67,850191.44,86.7,1.494,8.438711887,75.80203975,84.037,1809.890385,1861.101242,1875.4495,118.374,1877.1802,-34.557,-1.738957592,0.01036530532,347616804.5
20081204,1980.45,2046.47,1978.14,1982.93,1191834.41,86.52,1.4936,16.65146466,171.8788859,93.805,1822.379038,1872.70379,1880.4995,139.433,1899.6712,143.109,7.778428204,0.03136422502,368591994.9
20081205,1969.74,2014.2,1965.09,2013.18,743663.26,86.82,1.435,25.30906339,151.6086672,49.108,1834.514385,1886.082001,1889.7435,142.702,1936.3214,60.012,3.07255462,0.0871921219,431289931.7
20081208,2040.47,2095.47,2033.98,2095.04,1076071.31,85.51,1.43,38.33388218,196.8272359,82.29,1851.105769,1905.982382,1915.4829,265.112,1982.4876,162.608,8.414699021,0.1244570499,538315137
20081209,2104.12,2107.6,2038.07,2040.85,925098.14,85.84,1.4092,43.7788897,138.2882599,69.527,1866.002115,1918.826631,1936.1382,176.642,2016.9308,120.112,6.253439439,0.09670102658,425134743.9
20081210,2028.51,2096.39,2014.28,2096.39,832710.62,85.45,1.1433,51.97703645,116.8699019,82.11,1884.0265,1935.737714,1961.428,227.762,2045.6758,258.751,14.08059894,0.1077660534,491775752.2
20081211,2087.43,2107.29,2043.62,2046.34,735562.36,83.63,1.1156,53.81468377,93.20038056,63.672,1897.677154,1946.270979,1979.0144,93.669,2058.3576,212.043,11.55992442,0.1057562855,420234812.2
20081212,2027.07,2038.19,1936.28,1960.38,673872.66,83.66,1.1071,47.78419454,21.90285392,110.057,1909.623462,1947.614695,1992.06,-22.548,2047.7986,116.885,6.340402334,0.04905936604,313230944.9
20081215,1991.55,2006.23,1941.05,1975.03,504510.96,82.13,1.0938,43.68388309,12.24492436,65.171,1921.0545,1950.226058,2003.1429,-38.141,2023.7982,104.561,5.590083364,0.05387400926,320210984.3
20081216,1957,1994.96,1919.87,1994.45,479248.78,80.35,1.0321,41.52242104,0.7985460545,75.09,1928.469308,1954.437862,2015.7248,-100.586,2014.5188,164.526,8.990865194,0.02094913385,307325936.9
20081217,2002.03,2030.39,1995.65,2001.42,586851.5,78.49,0.9612,39.91178928,34.06537292,35.938,1936.933115,1958.912351,2020.6,-39.427,1995.5242,137.215,7.360510244,0.009239439998,242341858
20081218,2001.05,2045.95,1982.43,2045.1,584292.24,79.78,0.9449,41.67966708,41.79851597,63.517,1946.29,1967.120889,2026.8174,-51.291,1995.2772,176.471,9.443865589,0.01561144628,216077863.9
20081219,2037.37,2075.38,2033.11,2052.11,633112.27,81.1,0.9221,43.14913639,69.91548529,42.272,1953.137385,1975.215471,2030.7113,5.777,2013.624,99.446,5.09282684,-0.02048747611,169614092.3
20081222,2050.77,2055.37,1993.33,2017.55,529494.64,81.26,0.9133,41.05138002,9.918525419,62.04,1955.9795,1979.247236,2022.9626,57.169,2022.127,34.621,1.745953459,-0.01141584842,221534612.6
20081223,2019.23,2019.23,1918.43,1918.96,635904.64,81.45,0.91,31.07496828,-126.200932,100.799,1953.353731,1973.505118,2010.7734,-56.079,2007.028,-94.22,-4.680169384,-0.08463966441,85006141.26
20081224,1893.23,1912.78,1872.65,1887.08,442018.31,80.98,0.9004,20.36142668,-185.7657967,46.308,1955.171269,1965.273678,1989.8416,-107.375,1984.159,-207.961,-9.926368807,-0.07782784556,61169560.11
20081225,1891.53,1902.71,1848.71,1870.77,399168.34,80.98,0.9046,10.4345046,-160.9086001,54.006,1952.002115,1956.272852,1972.2844,-130.655,1949.2916,-170.082,-8.333892742,-0.04571307604,15740860.78
20081226,1868.34,1881.08,1850.5,1862.1,345608.88,81.13,0.8993,1.846545662,-141.7571761,30.575,1949.297038,1947.303628,1962.456,-183.006,1911.288,-234.297,-11.17619645,-0.05718281306,52511913.31
20081229,1852.41,1861.3,1816.06,1854.76,359868.73,81.53,0.8889,-5.488402746,-137.7398837,46.037,1946.759423,1938.489663,1950.4283,-197.357,1878.7296,-191.58,-9.362094318,-0.0700408634,73152636.32
20081230,1852.95,1867.41,1824.53,1833.44,375846.27,80.94,0.8892,-12.87351158,-114.4085378,42.88,1946.597615,1928.484457,1934.3268,-184.114,1861.6256,-126.945,-6.475530254,-0.08393290764,45807298.37
20081231,1835.11,1844.42,1813.73,1817.72,356313.55,81.17,0.9471,-19.76631752,-108.1194221,30.69,1945.960231,1917.935652,1915.957,-101.233,1847.755,-157.312,-7.965027438,-0.1111827185,106910856.7
